2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.609999999999999432e+00,1.214000000000000000e+03,2.650000000000000000e+01,1.300000000000000044e+00,5.540000000000000036e+00,0.000000000000000000e+00,3.334000000000000341e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,4.200000000000000178e+00,9.440000000000000000e+02,1.700000000000000000e+01,1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.830000000000000071e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.369999999999999218e+00,9.240000000000000000e+02,2.400000000000000000e+01,1.300000000000000044e+00,5.540000000000000036e+00,0.000000000000000000e+00,3.083999999999999986e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,3.520000000000000018e+00,7.400000000000000000e+02,1.300000000000000000e+01,1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.430000000000000071e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,3.899999999999999911e+00,4.780000000000000000e+02,1.250000000000000000e+01,1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000071e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.419999999999999929e+01,1.783000000000000000e+03,6.300000000000000000e+01,1.300000000000000044e+00,5.540000000000000036e+00,0.000000000000000000e+00,6.984000000000000341e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.498000000000000000e+03,2.800000000000000000e+01,1.300000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.930000000000000071e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,1.712999999999999901e+01,2.372000000000000000e+03,5.200000000000000000e+01,8.000000000000000444e-01,5.540000000000000036e+00,0.000000000000000000e+00,5.834000000000000341e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,9.580000000000000071e+00,1.221000000000000000e+03,2.850000000000000000e+01,1.300000000000000044e+00,5.540000000000000036e+00,0.000000000000000000e+00,3.534000000000000341e+01,2.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.910000000000000142e+01,3.477000000000000000e+03,4.000000000000000000e+00,8.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.799999999999999822e+00,2.000000000000000000e+00
